"station_id","name","latitude","longitude","func_capacity","is_renting","is_returning"
262,"Washington Park",40.6917823,-73.9737299,24,TRUE,TRUE
3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771,24,TRUE,TRUE
295,"Pike St & E Broadway",40.71406667,-73.99293911,24,TRUE,TRUE
3072,"Leonard St & Boerum St",40.70583339,-73.94644578,24,TRUE,TRUE
3571,"Bedford Ave & Bergen St",40.676368,-73.952918,24,TRUE,TRUE
3491,"E 118 St & 1 Ave",40.79747,-73.93504,24,TRUE,TRUE
3317,"10 St & 5 Ave",40.6686273,-73.98700053,24,TRUE,TRUE
143,"Clinton St & Joralemon St",40.69239502,-73.99337909,24,TRUE,TRUE
3585,"Union St & Bedford Ave",40.6691783,-73.9554162,24,TRUE,TRUE
3804,"Front St & Jay St",40.702461,-73.986842,24,TRUE,TRUE
3869,"Van Buren St & Broadway",40.692,-73.92617,24,TRUE,TRUE
